file,frame_index,expected_count,camera_counts,fused_count,count_match,cluster_id,evidence_count,mean_x,mean_y,mean_radius,members
100cm_1灯.csv,119,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,120,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,121,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,122,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,123,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,124,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,125,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,126,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,127,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,128,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,129,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,130,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,131,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,132,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,133,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,134,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,135,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,136,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,137,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,138,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,139,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,140,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,141,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,142,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,143,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,144,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,145,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,146,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,147,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,148,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,149,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,150,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,151,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,152,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
