file,frame_index,status,expected_count,camera0_count,camera1_count,camera2_count,fused_count,cluster_id,observed_member_count,synthetic,mean_x,mean_y,mean_size,quality,members
100cm_1灯.csv,80,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,81,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,82,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,83,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,84,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,85,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,86,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,87,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,88,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,89,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,90,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,91,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,92,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,93,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,94,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,95,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,96,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,97,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,98,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,99,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,100,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,101,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,102,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,103,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,104,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,105,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,106,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,107,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,108,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,109,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,110,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,111,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,112,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,113,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,114,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,115,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,116,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,117,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,118,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,119,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,120,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,121,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,122,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,123,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,124,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,125,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,126,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,127,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,128,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,129,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,130,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,131,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,132,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,133,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,134,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,135,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,136,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,137,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,138,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,139,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,140,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,141,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,142,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,143,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,144,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,145,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,146,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,147,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,148,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,149,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,150,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,151,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,152,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,153,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,154,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,155,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,156,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,157,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,158,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,159,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,160,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,161,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,162,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,163,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,164,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,165,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,166,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,167,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,168,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,169,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,170,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
