I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21
764.000000,0.010254,0.003418,0.007720,0.008542,-0.523170,0.017951,0.000530,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000155,-0.000088,-0.038660,-0.022240,-0.000155,-0.000088,-0.000000,0.000000
765.000000,0.010742,0.003418,0.007719,0.008551,-0.523125,0.017981,0.000531,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000193,-0.000111,-0.038668,-0.022332,-0.000193,-0.000111,-0.000000,0.000000
766.000000,0.010742,0.004395,0.007719,0.008560,-0.523078,0.018006,0.000531,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000232,-0.000133,-0.038673,-0.022425,-0.000232,-0.000133,-0.000000,0.000000
767.000000,0.009277,0.005859,0.007719,0.008570,-0.523029,0.018026,0.000532,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000271,-0.000156,-0.038674,-0.022520,-0.000271,-0.000156,-0.000000,0.000000
768.000000,0.009277,0.003906,0.007719,0.008579,-0.522976,0.018040,0.000532,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000309,-0.000178,-0.038672,-0.022615,-0.000309,-0.000178,-0.000000,0.000000
769.000000,0.008789,0.002930,0.007719,0.008589,-0.522919,0.018046,0.000533,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000348,-0.000201,-0.038666,-0.022712,-0.000348,-0.000201,-0.000000,0.000000
770.000000,0.007813,0.004883,0.007720,0.008599,-0.522857,0.018046,0.000533,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000387,-0.000224,-0.038656,-0.022810,-0.000387,-0.000224,-0.000000,0.000000
772.000000,0.009766,0.003418,0.007723,0.008618,-0.522711,0.018032,0.000535,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000076,-0.000045,-0.037852,-0.022552,-0.000076,-0.000045,-0.000000,0.000000
773.000000,0.010742,0.003418,0.007724,0.008627,-0.522626,0.018021,0.000536,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000114,-0.000068,-0.037832,-0.022652,-0.000114,-0.000068,-0.000000,0.000000
774.000000,0.011230,0.002441,0.007726,0.008637,-0.522534,0.018010,0.000536,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000151,-0.000090,-0.037810,-0.022753,-0.000151,-0.000090,-0.000000,0.000000
775.000000,0.009766,0.000488,0.007728,0.008646,-0.522436,0.018000,0.000537,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000189,-0.000113,-0.037786,-0.022853,-0.000189,-0.000113,-0.000000,0.000000
776.000000,0.010254,0.002930,0.007730,0.008655,-0.522332,0.017992,0.000538,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000227,-0.000136,-0.037760,-0.022953,-0.000227,-0.000136,-0.000000,0.000000
777.000000,0.007813,0.000977,0.007732,0.008664,-0.522225,0.017988,0.000539,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000265,-0.000159,-0.037734,-0.023053,-0.000265,-0.000159,-0.000000,0.000000
778.000000,0.011719,0.001953,0.007735,0.008673,-0.522115,0.017988,0.000539,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000302,-0.000182,-0.037706,-0.023151,-0.000302,-0.000182,-0.000000,0.000000
779.000000,0.010254,0.002930,0.007737,0.008682,-0.522005,0.017993,0.000540,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000340,-0.000206,-0.037678,-0.023246,-0.000340,-0.000206,-0.000000,0.000000
780.000000,0.009766,0.001953,0.007740,0.008690,-0.521894,0.018003,0.000540,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000378,-0.000229,-0.037649,-0.023339,-0.000378,-0.000229,-0.000000,0.000000
782.000000,0.009766,0.002930,0.007746,0.008705,-0.521676,0.018041,0.000541,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000074,-0.000046,-0.036836,-0.023047,-0.000074,-0.000046,-0.000000,0.000000
783.000000,0.008301,0.004395,0.007749,0.008712,-0.521572,0.018066,0.000542,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000111,-0.000069,-0.036805,-0.023127,-0.000111,-0.000069,-0.000000,0.000000
784.000000,0.009277,0.002930,0.007752,0.008719,-0.521473,0.018096,0.000542,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000147,-0.000092,-0.036773,-0.023201,-0.000147,-0.000092,-0.000000,0.000000
785.000000,0.008301,0.003418,0.007756,0.008725,-0.521375,0.018127,0.000543,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000184,-0.000116,-0.036740,-0.023269,-0.000184,-0.000116,-0.000000,0.000000
786.000000,0.008789,0.002441,0.007760,0.008730,-0.521280,0.018157,0.000543,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000221,-0.000139,-0.036706,-0.023330,-0.000221,-0.000139,-0.000000,0.000000
787.000000,0.010742,0.005371,0.007764,0.008735,-0.521187,0.018187,0.000543,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000257,-0.000162,-0.036670,-0.023385,-0.000257,-0.000162,-0.000000,0.000000
788.000000,0.010254,0.003418,0.007768,0.008739,-0.521099,0.018216,0.000544,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000294,-0.000186,-0.036632,-0.023432,-0.000294,-0.000186,-0.000000,0.000000
789.000000,0.007324,0.001953,0.007772,0.008742,-0.521017,0.018246,0.000544,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000331,-0.000209,-0.036593,-0.023472,-0.000331,-0.000209,-0.000000,0.000000
790.000000,0.009277,0.003418,0.007776,0.008745,-0.520941,0.018277,0.000545,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000367,-0.000233,-0.036552,-0.023503,-0.000367,-0.000233,-0.000000,0.000000
792.000000,0.011230,0.004395,0.007785,0.008748,-0.520807,0.018350,0.000545,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000072,-0.000046,-0.035738,-0.023072,-0.000072,-0.000046,-0.000000,0.000000
