I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21
653.000000,0.006348,0.003906,0.004633,0.008446,-0.519444,-0.009034,0.000462,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000100,-0.000083,-0.033471,-0.027814,-0.000100,-0.000083,-0.000000,0.000000
654.000000,0.007813,0.004883,0.004634,0.008452,-0.519395,-0.009043,0.000463,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000134,-0.000111,-0.033459,-0.027879,-0.000134,-0.000111,-0.000000,0.000000
655.000000,0.008301,0.001953,0.004635,0.008458,-0.519347,-0.009051,0.000463,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000167,-0.000139,-0.033446,-0.027943,-0.000167,-0.000139,-0.000000,0.000000
656.000000,0.004395,0.001465,0.004636,0.008465,-0.519299,-0.009057,0.000464,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000201,-0.000167,-0.033434,-0.028008,-0.000201,-0.000167,-0.000000,0.000000
657.000000,0.005859,0.003418,0.004637,0.008471,-0.519251,-0.009063,0.000464,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000234,-0.000195,-0.033421,-0.028072,-0.000234,-0.000195,-0.000000,0.000000
658.000000,0.003906,0.005371,0.004638,0.008477,-0.519202,-0.009068,0.000464,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000268,-0.000223,-0.033409,-0.028135,-0.000268,-0.000223,-0.000000,0.000000
659.000000,0.006836,0.000488,0.004639,0.008483,-0.519153,-0.009072,0.000465,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000301,-0.000251,-0.033397,-0.028196,-0.000301,-0.000251,-0.000000,0.000000
660.000000,0.004883,0.003418,0.004640,0.008489,-0.519105,-0.009076,0.000465,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000334,-0.000280,-0.033385,-0.028257,-0.000334,-0.000280,-0.000000,0.000000
662.000000,0.007324,0.001953,0.004641,0.008500,-0.519010,-0.009084,0.000466,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000065,-0.000056,-0.032695,-0.027808,-0.000065,-0.000056,-0.000000,0.000000
663.000000,0.007324,0.005371,0.004642,0.008505,-0.518964,-0.009087,0.000467,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000098,-0.000083,-0.032685,-0.027863,-0.000098,-0.000083,-0.000000,0.000000
664.000000,0.005371,0.001465,0.004643,0.008510,-0.518920,-0.009089,0.000467,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000131,-0.000111,-0.032677,-0.027915,-0.000131,-0.000111,-0.000000,0.000000
665.000000,0.009277,0.004395,0.004643,0.008515,-0.518879,-0.009092,0.000468,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000163,-0.000139,-0.032670,-0.027965,-0.000163,-0.000139,-0.000000,0.000000
666.000000,0.008301,0.001953,0.004644,0.008520,-0.518841,-0.009093,0.000468,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000196,-0.000167,-0.032664,-0.028013,-0.000196,-0.000167,-0.000000,0.000000
667.000000,0.006348,0.001465,0.004644,0.008524,-0.518806,-0.009091,0.000469,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000229,-0.000195,-0.032660,-0.028057,-0.000229,-0.000195,-0.000000,0.000000
668.000000,0.004883,0.003906,0.004644,0.008528,-0.518773,-0.009085,0.000469,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000261,-0.000223,-0.032658,-0.028098,-0.000261,-0.000223,-0.000000,0.000000
669.000000,0.005859,0.002441,0.004644,0.008532,-0.518743,-0.009072,0.000469,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000294,-0.000252,-0.032658,-0.028137,-0.000294,-0.000252,-0.000000,0.000000
670.000000,0.007813,0.003418,0.004644,0.008536,-0.518714,-0.009053,0.000470,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000327,-0.000280,-0.032660,-0.028172,-0.000327,-0.000280,-0.000000,0.000000
672.000000,0.007324,0.003418,0.004643,0.008542,-0.518660,-0.009004,0.000470,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000064,-0.000055,-0.032016,-0.027668,-0.000064,-0.000055,-0.000000,0.000000
673.000000,0.007324,0.003418,0.004643,0.008545,-0.518633,-0.008979,0.000470,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000096,-0.000083,-0.032022,-0.027692,-0.000096,-0.000083,-0.000000,0.000000
