I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21
1.000000,0.004883,0.003906,0.006132,0.003289,-0.560788,-0.011529,0.000183,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.000000,0.007813,0.000977,0.006136,0.003287,-0.561283,-0.011594,0.000184,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000049,0.000107,0.000000,0.000000,0.000000,0.000000
3.000000,0.007813,-0.000488,0.006141,0.003286,-0.561754,-0.011659,0.000185,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000104,0.000207,0.000000,0.000000,0.000000,0.000000
4.000000,0.008301,-0.000977,0.006146,0.003285,-0.562184,-0.011722,0.000186,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000164,0.000297,0.000000,0.000001,0.000000,0.000000
6.000000,0.007324,0.006348,0.006157,0.003285,-0.562885,-0.011834,0.000188,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000299,0.000439,0.000001,0.000001,0.000000,0.000000
7.000000,0.009277,0.008789,0.006164,0.003285,-0.563141,-0.011882,0.000188,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000002,0.000372,0.000486,0.000001,0.000002,0.000000,0.000000
8.000000,0.007324,0.003906,0.006170,0.003287,-0.563329,-0.011925,0.000189,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.000002,0.000448,0.000516,0.000002,0.000002,0.000000,0.000000
9.000000,0.004395,0.000488,0.006178,0.003289,-0.563456,-0.011965,0.000190,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.000003,0.000526,0.000526,0.000002,0.000003,0.000000,0.000000
10.000000,0.005371,0.000977,0.006185,0.003292,-0.563530,-0.012004,0.000190,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000003,0.000003,0.000607,0.000517,0.000003,0.000003,0.000000,0.000000
12.000000,0.007324,0.008301,0.006201,0.003300,-0.563553,-0.012085,0.000192,0.000000,0.386000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000761,0.000433,0.000001,0.000001,0.000568,0.000710
13.000000,0.005859,0.002930,0.006209,0.003306,-0.563514,-0.012128,0.000192,0.000000,0.386000,0.000000,0.000000,0.000000,0.000000,0.000002,0.000001,0.000846,0.000368,0.000002,0.000001,0.000568,0.000710
14.000000,0.005859,0.002441,0.006217,0.003313,-0.563450,-0.012174,0.000193,0.000000,0.386000,0.000000,0.000000,0.000000,0.000000,0.000003,0.000002,0.000932,0.000285,0.000003,0.000002,0.000568,0.000710
15.000000,0.004883,0.000000,0.006225,0.003321,-0.563364,-0.012222,0.000194,0.000000,0.386000,0.000000,0.000000,0.000000,0.000000,0.000004,0.000002,0.001017,0.000184,0.000004,0.000002,0.000568,0.000710
16.000000,0.007324,0.006348,0.006232,0.003331,-0.563263,-0.012269,0.000195,0.000000,0.386000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000002,0.001101,0.000063,0.000005,0.000002,0.000568,0.000710
17.000000,0.007324,0.006836,0.006240,0.003342,-0.563149,-0.012314,0.000195,0.000000,0.386000,0.000000,0.000000,0.000000,0.000000,0.000007,0.000002,0.001183,-0.000076,0.000007,0.000002,0.000568,0.000710
18.000000,0.005371,0.004395,0.006247,0.003355,-0.563023,-0.012357,0.000196,0.000000,0.386000,0.000000,0.000000,0.000000,0.000000,0.000008,0.000002,0.001262,-0.000234,0.000008,0.000002,0.000568,0.000710
19.000000,0.008789,0.005859,0.006254,0.003369,-0.562886,-0.012396,0.000197,0.000000,0.386000,0.000000,0.000000,0.000000,0.000000,0.000009,0.000001,0.001336,-0.000413,0.000009,0.000001,0.000568,0.000710
20.000000,0.008789,0.005859,0.006260,0.003385,-0.562741,-0.012432,0.000197,0.000000,0.386000,0.000000,0.000000,0.000000,0.000000,0.000011,0.000000,0.001405,-0.000613,0.000011,0.000000,0.000568,0.000710
22.000000,0.003418,0.004883,0.006271,0.003424,-0.562456,-0.012488,0.000199,0.000000,0.237004,0.000000,0.000000,0.000000,0.000000,0.000003,-0.000002,0.001498,-0.001066,0.000003,-0.000002,0.000349,0.000436
23.000000,0.006348,0.004395,0.006276,0.003446,-0.562322,-0.012510,0.000199,0.000000,0.237004,0.000000,0.000000,0.000000,0.000000,0.000004,-0.000003,0.001549,-0.001333,0.000004,-0.000003,0.000349,0.000436
25.000000,0.006348,0.003418,0.006284,0.003498,-0.562070,-0.012554,0.000200,0.000000,0.237004,0.000000,0.000000,0.000000,0.000000,0.000008,-0.000007,0.001630,-0.001938,0.000008,-0.000007,0.000349,0.000436
26.000000,0.005371,0.003906,0.006287,0.003528,-0.561950,-0.012580,0.000201,0.000000,0.237004,0.000000,0.000000,0.000000,0.000000,0.000009,-0.000009,0.001661,-0.002278,0.000009,-0.000009,0.000349,0.000436
27.000000,0.004883,0.003418,0.006289,0.003560,-0.561833,-0.012610,0.000201,0.000000,0.237004,0.000000,0.000000,0.000000,0.000000,0.000011,-0.000012,0.001685,-0.002646,0.000011,-0.000012,0.000349,0.000436
28.000000,0.006836,0.000977,0.006290,0.003596,-0.561717,-0.012645,0.000202,0.000000,0.237004,0.000000,0.000000,0.000000,0.000000,0.000013,-0.000015,0.001701,-0.003042,0.000013,-0.000015,0.000349,0.000436
29.000000,0.004395,-0.000488,0.006290,0.003633,-0.561604,-0.012682,0.000203,0.000000,0.237004,0.000000,0.000000,0.000000,0.000000,0.000014,-0.000018,0.001710,-0.003466,0.000014,-0.000018,0.000349,0.000436
30.000000,0.003418,0.004395,0.006290,0.003674,-0.561495,-0.012722,0.000203,0.000000,0.237004,0.000000,0.000000,0.000000,0.000000,0.000016,-0.000022,0.001711,-0.003919,0.000016,-0.000022,0.000349,0.000436
32.000000,0.006836,0.004395,0.006286,0.003764,-0.561287,-0.012794,0.000205,0.000000,0.145520,0.000000,0.000000,0.000000,0.000000,0.000003,-0.000009,0.001650,-0.004832,0.000003,-0.000009,0.000214,0.000268
33.000000,0.007813,0.004395,0.006282,0.003813,-0.561190,-0.012821,0.000205,0.000000,0.145520,0.000000,0.000000,0.000000,0.000000,0.000005,-0.000015,0.001621,-0.005371,0.000005,-0.000015,0.000214,0.000268
35.000000,0.006348,0.001465,0.006272,0.003919,-0.561004,-0.012855,0.000206,0.000000,0.145520,0.000000,0.000000,0.000000,0.000000,0.000008,-0.000027,0.001525,-0.006532,0.000008,-0.000027,0.000214,0.000268
36.000000,0.005859,0.002441,0.006265,0.003976,-0.560915,-0.012865,0.000207,0.000000,0.145520,0.000000,0.000000,0.000000,0.000000,0.000010,-0.000034,0.001458,-0.007153,0.000010,-0.000034,0.000214,0.000268
37.000000,0.006836,0.005371,0.006256,0.004036,-0.560827,-0.012873,0.000207,0.000000,0.145520,0.000000,0.000000,0.000000,0.000000,0.000011,-0.000042,0.001377,-0.007801,0.000011,-0.000042,0.000214,0.000268
38.000000,0.002930,0.002441,0.006247,0.004098,-0.560737,-0.012878,0.000207,0.000000,0.145520,0.000000,0.000000,0.000000,0.000000,0.000012,-0.000050,0.001284,-0.008476,0.000012,-0.000050,0.000214,0.000268
39.000000,0.003906,0.003906,0.006236,0.004163,-0.560646,-0.012881,0.000208,0.000000,0.145520,0.000000,0.000000,0.000000,0.000000,0.000013,-0.000060,0.001178,-0.009176,0.000013,-0.000060,0.000214,0.000268
40.000000,0.008789,-0.000977,0.006224,0.004230,-0.560554,-0.012883,0.000208,0.000000,0.145520,0.000000,0.000000,0.000000,0.000000,0.000014,-0.000070,0.001058,-0.009900,0.000014,-0.000070,0.000214,0.000268
42.000000,0.007324,0.003906,0.006196,0.004370,-0.560366,-0.012883,0.000209,0.000000,0.089350,0.000000,0.000000,0.000000,0.000000,0.000002,-0.000022,0.000758,-0.011218,0.000002,-0.000022,0.000131,0.000164
43.000000,0.005371,0.004395,0.006180,0.004444,-0.560270,-0.012882,0.000209,0.000000,0.089350,0.000000,0.000000,0.000000,0.000000,0.000002,-0.000034,0.000598,-0.012008,0.000002,-0.000034,0.000131,0.000164
45.000000,0.007813,0.001953,0.006143,0.004595,-0.560076,-0.012881,0.000210,0.000000,0.089350,0.000000,0.000000,0.000000,0.000000,0.000003,-0.000060,0.000240,-0.013643,0.000003,-0.000060,0.000131,0.000164
46.000000,0.004395,0.002930,0.006123,0.004673,-0.559980,-0.012881,0.000210,0.000000,0.089350,0.000000,0.000000,0.000000,0.000000,0.000003,-0.000075,0.000043,-0.014485,0.000003,-0.000075,0.000131,0.000164
47.000000,0.004395,0.005371,0.006102,0.004753,-0.559887,-0.012879,0.000211,0.000000,0.089350,0.000000,0.000000,0.000000,0.000000,0.000003,-0.000090,-0.000166,-0.015341,0.000003,-0.000090,0.000131,0.000164
48.000000,0.007324,0.001953,0.006080,0.004834,-0.559798,-0.012877,0.000211,0.000000,0.089350,0.000000,0.000000,0.000000,0.000000,0.000002,-0.000106,-0.000388,-0.016210,0.000002,-0.000106,0.000131,0.000164
49.000000,0.006836,0.000977,0.006056,0.004915,-0.559713,-0.012875,0.000211,0.000000,0.089350,0.000000,0.000000,0.000000,0.000000,0.000002,-0.000123,-0.000620,-0.017089,0.000002,-0.000123,0.000131,0.000164
50.000000,0.006348,0.007813,0.006032,0.004998,-0.559633,-0.012872,0.000212,0.000000,0.089350,0.000000,0.000000,0.000000,0.000000,0.000001,-0.000141,-0.000864,-0.017977,0.000001,-0.000141,0.000131,0.000164
52.000000,0.005371,0.001953,0.005979,0.005166,-0.559476,-0.012871,0.000213,0.000000,0.054861,0.000000,0.000000,0.000000,0.000000,-0.000002,-0.000038,-0.001367,-0.019415,-0.000002,-0.000038,0.000081,0.000101
54.000000,0.007324,0.003906,0.005951,0.005250,-0.559399,-0.012876,0.000213,0.000000,0.054861,0.000000,0.000000,0.000000,0.000000,-0.000004,-0.000058,-0.001641,-0.020323,-0.000004,-0.000058,0.000081,0.000101
55.000000,0.007813,0.004395,0.005893,0.005421,-0.559250,-0.012893,0.000214,0.000000,0.054861,0.000000,0.000000,0.000000,0.000000,-0.000008,-0.000102,-0.002215,-0.022148,-0.000008,-0.000102,0.000081,0.000101
56.000000,0.005859,0.006836,0.005862,0.005506,-0.559177,-0.012902,0.000214,0.000000,0.054861,0.000000,0.000000,0.000000,0.000000,-0.000011,-0.000125,-0.002515,-0.023064,-0.000011,-0.000125,0.000081,0.000101
57.000000,0.005859,0.002930,0.005831,0.005592,-0.559104,-0.012913,0.000215,0.000000,0.054861,0.000000,0.000000,0.000000,0.000000,-0.000014,-0.000149,-0.002821,-0.023979,-0.000014,-0.000149,0.000081,0.000101
58.000000,0.004395,0.000977,0.005799,0.005677,-0.559029,-0.012928,0.000215,0.000000,0.054861,0.000000,0.000000,0.000000,0.000000,-0.000017,-0.000174,-0.003134,-0.024895,-0.000017,-0.000174,0.000081,0.000101
59.000000,0.005371,0.001953,0.005766,0.005762,-0.558951,-0.012948,0.000216,0.000000,0.054861,0.000000,0.000000,0.000000,0.000000,-0.000020,-0.000199,-0.003452,-0.025809,-0.000020,-0.000199,0.000081,0.000101
60.000000,0.007324,0.004395,0.005733,0.005848,-0.558869,-0.012970,0.000217,0.000000,0.054861,0.000000,0.000000,0.000000,0.000000,-0.000024,-0.000226,-0.003775,-0.026722,-0.000024,-0.000226,0.000081,0.000101
62.000000,0.002930,0.002441,0.005666,0.006017,-0.558688,-0.013018,0.000218,0.000000,0.033684,0.000000,0.000000,0.000000,0.000000,-0.000008,-0.000055,-0.004356,-0.028004,-0.000008,-0.000055,0.000050,0.000062
63.000000,0.007813,0.006348,0.005632,0.006101,-0.558590,-0.013044,0.000219,0.000000,0.033684,0.000000,0.000000,0.000000,0.000000,-0.000013,-0.000084,-0.004688,-0.028906,-0.000013,-0.000084,0.000050,0.000062
65.000000,0.006348,0.005859,0.005562,0.006267,-0.558375,-0.013099,0.000220,0.000000,0.033684,0.000000,0.000000,0.000000,0.000000,-0.000023,-0.000145,-0.005360,-0.030693,-0.000023,-0.000145,0.000050,0.000062
66.000000,0.003906,0.002930,0.005528,0.006349,-0.558262,-0.013130,0.000221,0.000000,0.033684,0.000000,0.000000,0.000000,0.000000,-0.000029,-0.000176,-0.005697,-0.031577,-0.000029,-0.000176,0.000050,0.000062
67.000000,0.004883,0.004395,0.005493,0.006430,-0.558148,-0.013162,0.000222,0.000000,0.033684,0.000000,0.000000,0.000000,0.000000,-0.000035,-0.000209,-0.006034,-0.032453,-0.000035,-0.000209,0.000050,0.000062
68.000000,0.006348,0.006836,0.005458,0.006510,-0.558035,-0.013196,0.000222,0.000000,0.033684,0.000000,0.000000,0.000000,0.000000,-0.000042,-0.000242,-0.006370,-0.033321,-0.000042,-0.000242,0.000050,0.000062
