I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I24,I25,I26,I27
0.063646,0.000000,0.509282,0.146386,0.871690,-0.063646,0.000000,-0.407489,-0.146386,-0.871690,0.063646,0.000000,0.461600,0.146386,0.871690,-0.063646,0.000000,-0.528421,-0.146386,-0.871690,0.088553,0.086701,-0.276954,0.091734,-0.052730,-0.006392,0.001716,0.000281
0.063646,0.000000,0.509282,0.146386,0.876781,-0.063646,0.000000,-0.407489,-0.146386,-0.876781,0.063646,0.000000,0.461600,0.146386,0.876781,-0.063646,0.000000,-0.528421,-0.146386,-0.876781,0.088447,0.086399,-0.276956,0.094630,-0.058634,-0.019113,0.001782,0.000042
0.007005,0.000000,0.056045,0.016112,0.877342,-0.007005,0.000000,-0.044836,-0.016112,-0.877342,0.007005,0.000000,0.050791,0.016112,0.877342,-0.007005,0.000000,-0.058147,-0.016112,-0.877342,0.088376,0.086213,-0.276958,0.065425,-0.038278,0.029178,0.002149,-0.000036
0.007005,0.000000,0.056045,0.016112,0.877902,-0.007005,0.000000,-0.044836,-0.016112,-0.877902,0.007005,0.000000,0.050791,0.016112,0.877902,-0.007005,0.000000,-0.058147,-0.016112,-0.877902,0.088345,0.086251,-0.276960,0.064455,-0.032790,-0.056237,0.002424,-0.000179
0.107598,0.000000,0.861108,0.247475,0.886510,-0.107598,0.000000,-0.689067,-0.247475,-0.886510,0.107598,0.000000,0.780560,0.247475,0.886510,-0.107598,0.000000,-0.893515,-0.247475,-0.886510,0.088242,0.086458,-0.276961,0.081769,-0.051341,-0.034240,0.002476,-0.000245
0.107598,0.000000,0.861108,0.247475,0.895118,-0.107598,0.000000,-0.689067,-0.247475,-0.895118,0.107598,0.000000,0.780560,0.247475,0.895118,-0.107598,0.000000,-0.893515,-0.247475,-0.895118,0.088260,0.086487,-0.276963,0.078158,-0.036236,-0.020518,0.002573,-0.000314
0.111101,0.000000,0.889157,0.255533,0.904006,-0.111101,0.000000,-0.711518,-0.255533,-0.904006,0.111101,0.000000,0.805991,0.255533,0.904006,-0.111101,0.000000,-0.922623,-0.255533,-0.904006,0.088159,0.086744,-0.276965,0.070975,-0.055856,-0.035807,0.002596,-0.000155
0.111101,0.000000,0.889157,0.255533,0.912894,-0.111101,0.000000,-0.711518,-0.255533,-0.912894,0.111101,0.000000,0.805991,0.255533,0.912894,-0.111101,0.000000,-0.922623,-0.255533,-0.912894,0.088304,0.086810,-0.276967,0.080185,-0.042795,0.008969,0.002572,-0.000018
0.071123,0.000000,0.569124,0.163582,0.918584,-0.071123,0.000000,-0.455378,-0.163582,-0.918584,0.071123,0.000000,0.515847,0.163582,0.918584,-0.071123,0.000000,-0.590516,-0.163582,-0.918584,0.088202,0.087156,-0.276969,0.074418,-0.040462,-0.010163,0.002708,-0.000055
0.071123,0.000000,0.569124,0.163582,0.924274,-0.071123,0.000000,-0.455378,-0.163582,-0.924274,0.071123,0.000000,0.515847,0.163582,0.924274,-0.071123,0.000000,-0.590516,-0.163582,-0.924274,0.087907,0.087530,-0.276971,0.035642,-0.016732,-0.009345,0.002622,0.000135
0.114325,0.000000,0.914970,0.262949,0.933420,-0.114325,0.000000,-0.732180,-0.262949,-0.933420,0.114325,0.000000,0.829395,0.262949,0.933420,-0.114325,0.000000,-0.949411,-0.262949,-0.933420,0.087675,0.087680,-0.276973,0.080497,-0.018744,-0.036979,0.002548,0.000190
0.114325,0.000000,0.914970,0.262949,0.942566,-0.114325,0.000000,-0.732180,-0.262949,-0.942566,0.114325,0.000000,0.829395,0.262949,0.942566,-0.114325,0.000000,-0.949411,-0.262949,-0.942566,0.087504,0.087858,-0.276975,0.091064,-0.041307,-0.037800,0.002508,0.000377
0.120933,0.000000,0.967873,0.278146,0.952241,-0.120933,0.000000,-0.774526,-0.278146,-0.952241,0.120933,0.000000,0.877363,0.278146,0.952241,-0.120933,0.000000,-1.004313,-0.278146,-0.952241,0.087278,0.088094,-0.276977,0.072094,-0.029075,-0.040454,0.002582,0.000032
