I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19
20.441523,19.222576,528.781616,5.119575,-77.814949,21.558477,19.604065,535.818420,8.208532,-91.936745,20.441523,21.905743,528.781616,-6.149724,-50.167500,21.558477,19.430830,535.818420,8.936119,-59.088295
20.441523,18.364662,528.781616,8.722814,-76.672676,21.558477,20.528896,535.818420,4.324240,-91.370476,20.441523,20.398127,528.781616,0.182263,-50.143631,21.558477,19.264530,535.818420,9.634578,-57.826622
28.518314,18.223902,579.665405,43.236530,-71.010742,13.481685,20.710743,484.934631,-30.362043,-95.346458,28.518314,19.086451,579.665405,39.613827,-44.956104,13.481685,21.864422,484.934631,-35.207493,-62.437130
28.518314,17.751476,579.665405,45.220718,-65.088982,13.481685,20.050396,484.934631,-27.588587,-98.959251,28.518314,19.053082,579.665405,39.753975,-39.750229,13.481685,22.302755,484.934631,-37.048496,-67.288719
20.789337,19.005407,530.972839,7.492505,-64.107826,21.210663,19.644943,533.627197,6.576022,-98.098106,20.789337,20.190592,530.972839,2.514730,-39.420918,21.210663,21.799892,533.627197,-2.474764,-67.612793
20.789337,19.775320,530.972839,4.258872,-63.550114,21.210663,20.167995,533.627197,4.379203,-97.524635,20.789337,20.117023,530.972839,2.823717,-39.051144,21.210663,21.491135,533.627197,-1.177981,-67.767052
19.156160,20.634047,520.683838,-6.207122,-64.362953,22.843840,19.331150,543.916199,14.753296,-95.592659,19.156160,20.071852,520.683838,-3.845904,-39.554775,22.843840,22.073557,543.916199,3.235187,-67.343399
19.156160,21.547304,520.683838,-10.042804,-65.678078,22.843840,18.817326,543.916199,16.911358,-93.378067,19.156160,20.430117,520.683838,-5.350616,-40.255451,22.843840,21.659164,543.916199,4.975636,-66.691826
15.639709,23.652044,498.530151,-33.651810,-70.084862,26.360291,19.273838,566.069824,29.763100,-89.480522,15.639709,21.036091,498.530151,-22.664804,-43.223461,26.360291,21.018726,566.069824,22.434568,-63.753960
15.639709,23.786356,498.530151,-34.215919,-74.565521,26.360291,20.326138,566.069824,25.343441,-86.161736,15.639709,20.636160,498.530151,-20.985094,-45.971512,26.360291,20.625498,566.069824,24.086128,-60.599823
27.699455,22.324823,574.506592,22.573452,-71.609474,14.300545,20.972248,490.093445,-28.021152,-89.831177,27.699455,19.618603,574.506592,33.939579,-41.527039,14.300545,22.314056,490.093445,-33.656746,-65.007256
27.699455,21.041441,574.506592,27.963659,-67.947563,14.300545,20.596960,490.093445,-26.444942,-93.294205,27.699455,19.765821,574.506592,33.321262,-37.163544,14.300545,22.578831,490.093445,-34.768799,-69.560318
19.066875,20.639444,520.121338,-6.604789,-68.812477,22.933125,20.366533,544.478699,10.779683,-91.882584,19.066875,20.628214,520.121338,-6.557621,-38.022282,22.933125,21.969402,544.478699,4.047633,-69.030266
19.066875,20.006618,520.121338,-3.946921,-69.329338,22.933125,21.383051,544.478699,6.510309,-91.030037,19.066875,20.385723,520.121338,-5.539160,-38.747646,22.933125,22.367212,544.478699,2.376831,-68.719017
33.408924,19.232063,610.476196,59.542812,-61.532066,8.591076,21.235193,454.123779,-53.105289,-97.984306,33.408924,19.464834,610.476196,58.565174,-31.078396,8.591076,22.611469,454.123779,-58.885651,-76.430229
33.408924,19.528486,610.476196,58.297836,-53.897823,8.591076,20.758410,454.123779,-51.102798,-104.676331,33.408924,19.285408,610.476196,59.318764,-23.310461,8.591076,22.375443,454.123779,-57.894337,-84.011627
19.826616,20.482491,524.907715,-2.754672,-54.258556,22.173384,20.851664,539.692322,5.551224,-103.949387,19.826616,20.333241,524.907715,-2.127822,-23.589106,22.173384,21.844522,539.692322,1.381217,-83.830757
19.826616,21.454248,524.907715,-6.836055,-55.153751,22.173384,21.680922,539.692322,2.068341,-103.678535,19.826616,20.976610,524.907715,-4.829974,-24.221601,22.173384,23.062536,539.692322,-3.734440,-84.319794
22.724731,22.822908,543.165833,-0.412343,-55.207748,19.275269,22.190086,521.434204,-12.242234,-105.281677,22.724731,20.599638,543.165833,8.925392,-23.052801,19.275269,22.652397,521.434204,-14.183940,-86.177223
22.724731,23.663265,543.165833,-3.941842,-55.723942,19.275269,20.958714,521.434204,-7.070468,-106.207573,22.724731,21.140179,543.165833,6.655121,-22.181297,19.275269,21.242573,521.434204,-8.262677,-87.259239
10.024121,24.179245,463.151978,-59.451515,-63.509258,31.975880,21.360651,601.448059,44.583958,-100.369194,10.024121,22.630070,463.151978,-52.944981,-29.114571,31.975880,22.306940,601.448059,40.609543,-81.941315
10.024121,23.724056,463.151978,-57.539722,-71.044220,31.975880,22.379440,601.448059,40.305042,-95.091156,10.024121,23.158863,463.151978,-55.165913,-36.338676,31.975880,23.346460,601.448059,36.243561,-77.195129
29.329449,24.216570,584.775513,21.474091,-68.232140,10.270553,23.390976,464.704468,-55.105774,-102.307388,29.329449,22.711542,584.775513,27.795206,-32.698830,10.270553,23.598726,464.704468,-55.978325,-84.525627
