I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19
-0.399699,-3.046830,11.117949,-220.429901,0.000000,-9.200301,-4.301602,-20.574533,-474.663452,0.000000,-5.199699,-25.053045,83.384048,-727.372681,0.000000,-4.400301,-0.753854,-15.315078,-199.882080,0.000000
4.207262,-4.958754,38.497265,-215.388580,0.000000,-13.807262,-4.571184,-38.791527,-479.743286,0.000000,-0.592738,-26.576571,109.132095,-713.081543,0.000000,-9.007262,-0.848866,-34.265259,-204.369202,0.000000
4.207262,-6.518675,45.048931,-209.489304,0.000000,-13.807262,-4.350707,-39.717533,-484.944397,0.000000,-0.592738,-23.652014,96.848961,-700.398926,0.000000,-9.007262,-0.907204,-34.020245,-208.824234,0.000000
3.291581,-6.318466,40.362198,-204.203781,0.000000,-12.891582,-3.829334,-38.061440,-489.928619,0.000000,-1.508419,-19.154337,74.112854,-690.693665,0.000000,-8.091581,-0.943023,-30.023943,-212.755951,0.000000
3.291581,-5.809538,38.224701,-199.198166,0.000000,-12.891582,-3.509211,-39.405952,-495.088928,0.000000,-1.508419,-15.620763,59.271843,-682.931885,0.000000,-8.091581,-0.965016,-29.931572,-216.675552,0.000000
6.276196,-5.883057,51.068855,-192.510574,0.000000,-15.876196,-3.312656,-52.766869,-501.998871,0.000000,1.476196,-13.837149,64.316048,-674.509583,0.000000,-11.076197,-0.978520,-42.410240,-222.229279,0.000000
6.276196,-5.928197,51.258450,-185.798157,0.000000,-15.876196,-3.577971,-51.652546,-508.762909,0.000000,1.476196,-12.742009,59.716457,-666.689514,0.000000,-11.076197,-0.986811,-42.375416,-227.778442,0.000000
10.736931,-5.955913,70.109940,-176.617096,0.000000,-20.336931,-4.512874,-66.461037,-517.466125,0.000000,5.936931,-12.455594,77.248604,-656.573608,0.000000,-15.536932,-0.991902,-61.089123,-235.778214,0.000000
10.736931,-6.358931,71.802612,-167.214371,0.000000,-20.336931,-7.016904,-55.944107,-524.792114,0.000000,5.936931,-11.893735,74.888794,-646.766724,0.000000,-15.536932,-0.995028,-61.075996,-243.776260,0.000000
5.471619,-6.220383,49.106403,-160.783768,0.000000,-15.071619,-10.870379,-17.645205,-527.102783,0.000000,0.671618,-10.390753,46.461956,-640.682434,0.000000,-10.271619,-1.382947,-37.332420,-248.665024,0.000000
5.471619,-6.135315,48.749119,-154.399948,0.000000,-15.071619,-14.008413,-4.465464,-527.687561,0.000000,0.671618,-8.309922,37.722469,-635.742554,0.000000,-10.271619,-2.393130,-33.089653,-252.998199,0.000000
-2.409857,-6.083084,15.427553,-152.379684,0.000000,-7.190144,-15.935165,36.729092,-522.877808,0.000000,-7.209857,-7.804292,2.496630,-635.415588,0.000000,-2.390144,-3.785382,5.859999,-252.230820,0.000000
